Year,State,Sex,Name,Number
1971,WY,boy,Michael,136
1972,WY,girl,Jennifer,99
1972,WY,boy,Michael,113
1973,WY,girl,Jennifer,118
1973,WY,boy,Michael,118
1974,WY,boy,Jason,127
1974,WY,girl,Jennifer,111
1975,WY,girl,Jennifer,119
1975,WY,boy,Michael,131
1976,WY,boy,Jason,124
1976,WY,girl,Jennifer,137
1977,WY,girl,Jennifer,178
1977,WY,boy,Michael,136
1978,WY,girl,Jennifer,131
1978,WY,boy,Michael,145
1979,WY,girl,Jennifer,136
1979,WY,boy,Michael,155
1980,WY,girl,Jennifer,183
1980,WY,boy,Michael,174
1981,WY,girl,Jennifer,159
1981,WY,boy,Joshua,160
1982,WY,girl,Jennifer,166
1982,WY,boy,Michael,161
1983,WY,girl,Jessica,138
1983,WY,boy,Michael,171
1984,WY,girl,Jennifer,128
1984,WY,boy,Michael,144
1985,WY,boy,Christopher,142
1985,WY,girl,Jessica,128
1986,WY,boy,Christopher,125
1986,WY,girl,Jessica,98
1987,WY,girl,Ashley,101
1987,WY,boy,Michael,94
1988,WY,girl,Jessica,96
1988,WY,boy,Michael,99
1989,WY,girl,Jessica,79
1989,WY,boy,Michael,102
1990,WY,girl,Ashley,73
1990,WY,boy,Michael,83
1991,WY,girl,Jessica,64
1991,WY,boy,Michael,85
1992,WY,girl,Ashley,68
1992,WY,boy,Michael,74
1993,WY,girl,Ashley,56
1993,WY,boy,Tyler,90
1994,WY,girl,Ashley,57
1994,WY,boy,Austin,71
1995,WY,girl,Jessica,36
1995,WY,boy,Joshua,62
1996,WY,girl,Taylor,44
1996,WY,boy,Tyler,68
1997,WY,girl,Emily,42
1997,WY,boy,Jacob,55
1997,WY,girl,Taylor,42
1998,WY,boy,Austin,55
1998,WY,girl,Madison,34
1999,WY,boy,Michael,52
1999,WY,girl,Taylor,37
2000,WY,boy,Jacob,49
2000,WY,girl,Madison,45
2001,WY,boy,Jacob,44
2001,WY,girl,Madison,37
2002,WY,boy,Ethan,52
2002,WY,girl,Madison,35
2003,WY,girl,Emma,38
2003,WY,boy,Jacob,47
2003,WY,girl,Madison,38
2004,WY,girl,Madison,40
2004,WY,boy,Michael,34
2005,WY,boy,Jacob,41
2005,WY,girl,Madison,38
2006,WY,girl,Emily,39
2006,WY,boy,Ethan,44
2007,WY,boy,Ethan,37
2007,WY,boy,James,37
2007,WY,girl,Madison,36
2008,WY,boy,James,41
2008,WY,girl,Madison,35
